id,title,label
23,Bunjani budlelwane bakho nebalapho ushadeleuteke khona. Ingabe ubeketela ngenca yaloye lotsandzana naye kanye nebatfwana bakho nobe cha kumnandzi kuwe06h3009h00 with Hlengiwe Sindane and Ntsimbi Makwakwa,human interest
24,Hlengiwe Amanda H Real Madumane Ntsimbi Makwakwa Bheki LeBkay Sehlabela. Vala liviki lakho on a High. Ungaphutselwa ngileluhlelo kusasa with DJ Heavy G and live with Deidree Mndawe.,"arts, culture, entertainment and media"
25,"INYANDZALEYO MSAKATINginemngani lofuna kufana nami ngayoyonke indlela, wenta konke lengikwentako. Ngiyambona kutsi usemncintiswaneni lofihlakela nami. Uma ngimcocela ngendzawo tsite lengiye kuyo nobe ngimtjela ngentfo letsite, utsi naye uyayati,Akafuni kuhlulwa ngimingalutfo. Uze atjele bantfu kutsi ayikho intfo lengiyatiko nalenginayo langenayo yena, utishaya sifuba utsi mine naye siyafana. Uma kuba nentfo lengiyentile lemhlulako, uyangikwatela. Inkinga angati kutsi ngi...",society
26,"BOPHA KLEVASisenyangeni yemalungelo, umtsetfo sisekelo utsi wonke wonke unelilungelo lelishicilelwe kumtsentfo sisekelo, lekungamele alijabulele ngaphandle kwekuchwaswa ngandlelatsite. Netiboshwa imbhala, nanome tisemajele ngenca yekuphula umtsetfo, tinawo emalungelo. Ingabe uyayivisisa lendzaba yekutsi tiboswa kufanele tibe nemalungelo.Kufanele yini titfole emalungelo lalingako nebantfu laba ngakaboshwa Chaza kabanti kutsi yini loyivisisako nobe longayivisisi ngaloko ...","crime, law and justice"
27,"with YoursTruly Real Madumane Hlengiwe Amanda H and Ntsimbi Makwakwa....Kusasa sicala linga lakho ngekukufaka emoyeni wendumiso. Sikhipha lidimoni tfola emavi enkutsato ku Apostle Manana ucedze liviki on a high kuhleka kuvele lemhlatsi incenye ya loluhlelo. Sidzingidza nayi indzaba, Ingabe niyacocisana nalotsandzana naye nobe nemalunga emndeni nibo...",religion and belief
28,"INYANDZALEYO MSAKATINginekinga yekutsi sihlala sicabana njalo nesitsandwa sami nngenca yekutsi ufuna ngimvumele ahambe nebangani bakhe bayotijabulisa kuma girls night out nobe aye emaphathini ayobuya late,ngalesinye sikhatsi adzimate atsi uyolala khona le ebangani bakhe uyobuya elangeni lelilandzelako.Iyangihlupa lentfo ngobe uma ngitsi ngiyakhuluma, utsi naye unalo lilungelo lekutijabulisa, njengobe nami ngiyahamba nebangani bami sitikhiphe siyoyijabula nobe siyobukela...",society
29,"Namuhla ngulesihlanu wekugcina enyangeni Music Xbit. Uma bangasekelwa ngitsi batawusekelwa ngubani. Uma usengakayiva ingoma yasekasi lakho, kusho kutsi iseta Real Madumane Ntsimbi Makwakwa Hlengiwe Amanda H. Namuhla ayikho ngengobe sitsi Ngekuhamba kweluhle sitawube sicocisana na DA FLAVA 654. Luhlelo sitawulivala on a high note nge Stay tuned, otherwise lilanga lakho, litawucala kabi","arts, culture, entertainment and media"
30,"BOPHA KLEVAIndvuna YeTetimali eNingizu Africa Babe Tito Mboweni kutsanti umemetele kufakwa kwemali letigidzigidzi letimbili temarandi R2b lehlose kutfutfukisa Liphiko lekushushiswa kwemphakatsi,NPA, SIU,Liphiko lelikhetsekile lwebaphenyi, Liphiko lwekuphenya emacala lasetulu,Directorate for Priority Crime Investigation nekucashwa kwebaphenyi labangu 800, bashushisi labangu 277 laba tawusita kuphenya emacala lasalele emuva nalatawulandzela nakuphela lelikomishana lek...","economy, business and finance"
31,"Sesidze lesikhatsi solomane siphishekile sakha iCenter yebantfu labaphila nekukhubateka. Sekusele kancane, sicela uphose litje esivivaneni sicedzelele lesakhiwo. Chumana natsi ku sehlabelawbsabc.co.za. simelaneddsabc.co.za kanye na sindanehasabc.co.za",society
32,"Gogo Temangcamane, utawusichazela kabanti kutsi, njengobe kuphahla yintfo lebeyenteteka ngembi kwekutsi belumbi bafike bekusetjentiswa ini uma kuphahlwa kukhulunywa nalaba phansi. Kufike kanjani kutsi kuphahlwe kusetjentiswa letingubo temadloti lesesitibona namuhla, tibe tentiwe ngemishini yebelumbi. Bayatelaphi bokhokho betfu lemishini, naletingubo ,baze bafune siphahle ngato Kungani kunga chutjekwa nendlela yakadzeni yekuphahla",religion and belief
33,"We set Ligwalagwala FMs tone and kick start your day, you miss it lilanga lakho vele selimoshakele Real Madumane Hlengiwe Amanda H Ntsimbi Makwakwa","arts, culture, entertainment and media"
34,"Ngihlangane lalomunye dzadze kunkomfa lebengiyihambela, ngamutsandza ngicala kumbona,ngeva kwangatsi lo nguye macondzana, lobesolo ngingakamtfoli, angikaze ngitive ngalelendlela ngemuntfu wesifazane. Nanome kunjalo angisengakantjeli ngendlela lengitiva ngayo ngaye, kepha naye ngiyambona kutsi kwangatsi utiwa njengami. Asikaganani, ngobe ngiyesaba kuphingela umkami,lesesitsadzane sikhatsi lesidze futsi singenatingkinga nakancane. Inkinga yami ...",human interest
35,BOPHA KLEVA Ingabe uyatati tindlela tekuvikelaka kwamakhalekhikhini wakhoUnique security features Nobe uke wabasenkingeni ngelucingo loludobhilelebiwe06h3009h00 with Real Madumane Hlengiwe Sindane and Ntsimbi Makwakwa,society
36,"INYANDZALEYO MSAKATI Ngashonelwa batali ngisemncane, malume wangitsatsa ngahlala naye. Kutse lapho sengiyintfombi , malume wacala kungidlwengula uma litfuba alitfola lapho malumekati angekho, umangitsi ngiyabika, malumekati, akangitsembi, utsi indvodza yakhe angeke ikwente, futsi iyangitsandza. Ngacubeka ngahlala ngobe ngingena lapho ngingayakhona.Nyalo ngisandza kutekwa, inkinga kutsi ngibanetitfombe talokudlengulwa nguMalume uma ngiya ecansini nendvodza yami besengiyap...","crime, law and justice"
37,"Kubangelwa yini labanye bantfu bakutfole kumatima kwamukela uma balahlwa tistandvwa tabo, labanye bacolela kutibulala, nalesositsandvwa, ngisho nebantfwana imbhala, egameni lekutsi uma ungeke ubewami, akekho lomunye lokufanele akutfole. Nobe balimate loye muntfu bamfake sibati kute labanye bangatomtsandza.",human interest
38,"INYANDZALEYO MSAKATIUmuntfu lobengitsandzana naye ungitsengela sipho seValentine, utsi ungikhumbulile, imphilo ayisafani njengobe wahlukana nami. Inkinga yami kutsi sobabili sishadile, mine futsi ngijabulile emshadweni wami, kepha yena kuvakala kwangatsi unetinkinga.Nanome kunjalo akaphumeli ebaleni asho kutsi ufuna sibuyelane, ngibona ngalokungitsengela sipho, aphindze atsi uyangikhumbula, futsi tintfo atisafani. Angati kutsi ngimtjele njani umlingani wami ngalesipho, ng...",human interest
39,"NGWANE 3 days to Valentines day. Lusuku lwetitsandzani lapho kugcugcutelwa khona kutsi bantfu bakhombise lutsandvo kubalingani babo, kepha labanye bantfu batsi, ,abatihluphi ngekubungata iValantines, bamoshe imali yabo, bona baguba kutsandzana kwabo onke malanga nobe ngelilanga labo leli balulekile kubo, ingabe ungolonye walabo, sitjele kutsi uma ungagubi iValentine, ubungata luphi lusuku nesitsandvwa sakhowith Hlengiwe Sindane and Ntsimbi Makwakwa",human interest
40,"KHULUMA NGWANEBantfu banemibono leyehlukahlukene mayelana nesitsembu, tinyenti tintfo lebatibuka ekutseni bavumelane nobe bamelane nesitsembu, kubuka sikhatsi lesiphila kuso,sibonelo, tifo temacasi, tinkinga tetimaliingabe wena uyavumelana nobe umelene nesitsembu",society
41,"InyandzaleyoUmgani wami lotimele, lonemali ungicele kwekutsi ngimumitsise ngoba utsi nginebantfwana labahle futsi utsandza liphawu lami. Angatsandza nje kutsi ngimnike munye umntfwana, ugcizelela kwekutsi loku kufanele kutsi kube imfihlo yetfu sobabili, Laba lesivana nabo akufuneki kutsi batfole liciniso. Ngimangele. Ngente njani",society
42,"BOPHA KLEVAUngenta njani uma umuntfu angakubophisa acambe emanga atsi wente lokutsite, vele licala likudle, bese kutsi lapho sewudvonsile sigwebo, aphumele ebaleni, atsi uyacolisa, wakubophisa ungakenti lutfo. Uma ungumuntfu losesimeni lesinjalo, sicocele wenta njani","crime, law and justice"
43,INYANDZALEYO MSAKATINyalo nga January my best friend ufika utoboleka I van yami utsi ufuna kolandza tintfo takhe emsebentini lapho bekasebenta khona CAUSE imali yekucasha iveni akanayo KEPHA YEKUFAKA I PETROL AYOLANDZA LETINTFO TAKHE UNAYONgelishwa bese watfola ingoti iveni nyalo ifuna R10K for repairs angati kutsi ngente njani ...,society
44,"BOPHA KLEVA Caphela tikolo mbumbule tetemfundvo Bogus Institutions. Cinisekisa kutsi uyaphenyisisa kutsi sibhaliswe ngalokusemtsetfweni.Ungatsi kungani kufanele ngisole ngobe Thoko ufundza khona, tentele wena ngekwakho wenetiseke ngembi kwekutsi ubhalise. Nanome sikholwa sibhalisile, phenyisisa kutsi letifundvo letiniketwa lapho kuleso sikolwa tigunyatwe litiko ngalokusentsetfweni, ngobe kungenteka kwekutsi sikolwa sibhalisilwe, kepha letifundvo atikagunyatwa, ngaloko uta...",education
45,KHULUMA NGWANE Kuyawenta yini umehluko kutsi Batali bakho kube ngibo labakukhokela emalobolo nobe kufanele kwekutsi utisebentela uticokelele lemali ize iphelele ngekwakho Ingabe uva kwangatsi lomfati akasiwakho uma ukhokhelwe batali.Ngakulolunye luhlangotsi wena ungumfati uvanjani ingabe uva kwangatsi awusimfati walemndvodza yakho uma lamalobolo angaka phumi emjulukweni wakhe,society
46,"Shabbisto Mavuso Hlengiwe Amanda H and Ntsimbi Makwakwa...Visit the stations website to check and download to enjoy at your leaisure. You find them outlined as belowKusile Mzansi SportNtsimbi interview with Sundowns PRO Alex MnakaShakoane Ngidlala neSpoko ebusuku mnaka Sihluba Indlubu Ekhasini Sello Chicco Thwala, uvakalisa kukhatsateka kwakhe ngekungcoliswa kweligama lakhe Masakhane Uyanakekela Madumane ukhulumisana na Masinga wengwenya kuva kutsi kahle","arts, culture, entertainment and media"
47,"INYANDZALEYO MSAKATINgiphotfule matilkuletjeni wami ngemalengisoDistinctions, kepha angikhoni kuya enyuvesi ngiyochubeka netifundvo tami .Umnaketfu lomdzala wenta umnyaka wakhe wesibili enyuvesi, ngaloko batali bangicele kutsi ngimbeketelele acedze, bese emvakwaloko nami ngitawulandzela, loko kusho kutsi kutawuba emvakweminyaka lemibili. Inkinga yami kutsi ngavisisa ekucaleni ngobe bengkholwa kutsi utawucedza ngesikhatsirecord time kepha wafelila ku first year, waphindz...",education
48,"Kubaluleke kangakanani kufundza emajele nobe Ingabe ukhona umunftu lomatiko lowaboshwa wasebentisa sikhatsi sakhe ngaphakasti kutsi achubekisele embili tifundvo takhe, kuyintjintje kanjanin imphilo yakhe loko",education
49,"KHULUMA NGWANEIngabe uyakholelwa nobe uyawulandzela umyalo walabadzala wekutsi liswane akukafaneli liphume endlini nobe libe esidlangalaleni livetwe ebantfwini lingakahlanganisi tinyanga letintsatfu ngobe umakwenteka loko litawuhabula moya lemibi bese liyagula nobe cha, wena uyaphuma nalo uye eMall nobe kuphi lapho ufuna khona ulikhombe tihlobo nebangani",society
50,"Tfola kumenyetelwa kwemiphumela yamatikuletjeni yemnyaka wa 2019 bukhoma kuntsandvokati yemsakato wakho Ligwalagwala FM, neleminye misakato ye SABC, iSABC1 ne SABC News Channel 404 ngamhlaka 7 ku Bhimbhidvwane 2020 nga 6 ntsambama","arts, culture, entertainment and media"
51,"INYANDZALEYO MSAKATISiyacabana menntfwanami lobekabhala matikuletjeni emnyakeni lofile wa 2019. Nakanjani ngiyati kutsi utawuphasa, utilungiselele kahle kuya enyuvesi kulomnyaka njengobe afake ticelo tesikhala etinyuvesi letimbili bamamukela kutotobimbili ngemiphumela yakhe yaka grade 11.Yena ufuna kuya eNorth West ayoyenta iBsc in Agriculture njengobe nebangani bakhe bayakhona, utsi uma uma angafundza lapha eMpumalanga angeke kubonakale kutsi ufundza unyuvesi, njengobe ba...",education
52,"DEBATENamuhla ntsambama indvuna yetemfundvo kuvelonke Make Angie Motsekga utawube atfula ngalokusemtsentfewni imiphumela yamatikuletjeni yemnyaka wa 2019. Kunyenti lokushiwo bantfu ngelizinga lemfundvo yetfu, labanye batsi isezingeni leliphansi kutsi bafike emanyuvesi baphase baceceshelwe umsebenti ngendlela yakhona. Bakhala kakhulu ngalo 30 progressed pass rate.Utsini wena, ulibona linjani Ulibona njani lizinga lemfundvow yetfu, ingabe liphakeme nobe cha Ku...",education
53,"Umuntfu Nenkolo Yakhe Ingabe uyakholelwa ekuvuseleleni kuciniswa kwemuti kuticinisa wena njalo ngemnyaka kutivikela kunobe ngabe yini lembi lengakuvelela kumbe uyatiphilela nje e.g Kucentswa emathuna, kuyiwa eNdlunkulu yasebandleni enyangeniReal Madumane Hlengiwe Sindane Ntsimbi Makwakwa",religion and belief
54,"Umuntfu Nenkolo Yakhe.Yini loyibuka elungeni lemndeni kute umbandzakanye etincumeni tetintfo lofuna kutenta, ingabe ubuka kutsi mdzala kuwe ngeminyaka nobe unemali utawubambisana nawe nobe ulandzela umhambo welusentfo kutsi loyemuntfu mkhulu kufanele ahambe embili etintfweni temndeni.Kafishane, uyambandzakanya yini etincumeni letibalulekile yini umuntfu lomdzala kodvwa angenamaliangasebenti, nobe cha",religion and belief
55,"DEBATEKanyenti umuntfu uma afuna kutivikela ngekunatsa tjwala uva atsi, tjwala abunankinga, inkinga inemuntfu lobunatsako, ingabe tjwala abumentisi umuntfu emaphutsa, kepha ngumuntfu lowenta emaphutsa aphike ngejwala, kahle kahle kusuke kutsiwani uma kutsiwa tjwala abunankinga, inkinga inemuntfu lobunatsako",society
56,Ngikufisela Khisimusi lomuhle nemnyaka lomusha lonemphumelelo chubeka njalo ulalele lomsakato lomkhulu kangaka bese utjela nalabanye tsine kwekutsi akusibunandzi la... nginitsandza nonkhe .ikakhulu wena.,society
57,"International Day to End Violence Against Sex WorkersKanyenti bantfu labatsengisa umtimba, bakhala ngekutsi bayahlukunyetwa, ngako bacela hulumende akwente kubesemtsetfweni kutsengisa umtimba, ucabanga kutsi kuba semtsetfweni kwekutsengisa umtimba, kungaba sicazululo ekuhlukunyetweni labatsengisa umtimba.",society
58,"BOPHA KLEVAKanyenti bantfu labaphila ngekukhubateka bayagetjengwa langaphandle ngenca yekutsi abakhoni kutimela etehlakalweni tebugebengu, cabanga nje umuntfu antjontja sikwama semuntfo lohamba nge Wheelchair nobe tindvuku, ukuphi nembeza, bantfu labaphila ngekukhubateka kufanele bavikelwe ngitsi.Ucabangani ngebantfu labenta loko, kufanele bajeziswe njani umababanjwa Yini lengentiwa kucedza letehlakalo letimbi nakangaka","crime, law and justice"
59,"Umuntfu Nenkolo YakheKutsiwa umshado awuhlehliswa, Ingabe sikhona yini sizatfu lesingakwenta utitfole uphikisana naloko, ugcine uhlehlisa umshado, ngenca yekutsi mhlawumbe sekwenteke intfo lebaluleke kakhulu lekufanele uyinake wena njengemshadi nobe utawuhlonipha uncubeke nemshado",religion and belief#human interest
60,"INYANDZALEYO MSAKATINgisuke ekhaya ekucaleni kwemyaka ngitsi ngiyozama umsebenti kute ngondle umndeni wami , ngelishwa sewuyaphela umnyaka, khisimusi sewusedvutane, kodvwa umsebenti angikawutfoli, manje ngiva buhlunngu kutsi ngitawubuyela ekhaya ngilambatsa, bantfwana balindze babe abuye imphilo ibencono, angeke ngikhone nekubatsengela iUniform ya 2020.Lentfo iyangidla ngekutsi uma ngicabanga kutsi angikhoni kondla umndeni wami, ngiweteni ngicakekile",society
61,"Simema bonke balaleli betfu kokutsi bete batotsi ndlelanhle ku Malume stan bukhoma emoyeni kusukela nga 730 kuya ku 900 ngamhlaka 27 Sep, bonke balaleli labatawufika sitawube sivota sonke sentela kwekutsi abuye nayo iphila lendondo, wota nawe utotibonela basakati bakho lobatsandzako, njengoba useta chubeka njalo uvote ngobe kuvota kuyavalwa ngemgcibelo wamhlaka 28 ku September nga 0000 ebusuku","arts, culture, entertainment and media"
62,"DEBATEkutigameko tekuhlaselwa kwebatfu bangaphandle, kanyenti tizatfu letibekwa embili kutsi batsatsa imisebenti nemabhizinisi etfu, ngaphadle kwekubacosha ngeludlame yini lekufanele siyente sibantfu basengingizimu Afrika kwekutsi sivikele imisebenti nemabhizinisi etfuKahle kahle bayitsatsa njani lemisebenti, nemabhizinisi etfu, tsine sentani, yini lekufanele siyente kutfola lokungekwetfu, ngaphandle kweludlame",society
63,"Ungaphutselwa sicephu sekugcina sa Season 5 we Makarapa CityBeka indlebe njalo ngalesine mhlaka 29 August emkhatsini wa 8 ne 9pm utivele sicephu sekugcina semdlalo wetfu wemoya lokhuluma ngemphilo yasetimayini tase Ningizimu Afrika.Kungenela lomncintiswano nge WhatsApp, klikha kule link www.mcity6.co.za noma utfumele iSMS","arts, culture, entertainment and media"
64,"Ungaphutselwa ngu Season 5 we Makarapa City njalo nga Lesine kusukela mhlaka 4 July kuze kube ngumhlaka 29 August emkhatsini wa 8 ne 9pm.Beka indlebe njalo ngeliviki uhlangane nebadlali labasha, uve kutsi ngabe bomnkantj ubovu bakhona bona baphetse letitsini kulomdlalo wetfu wemoya lokhona njalo ngeliviki lokhuluma ngemphilo yasetimayini talapha eNingizimu Afrika.Tibeke etfubeni lekutiwinela ivoucher yase Shoprite ya R500, utfole nelitfuba lekufakwa ku draw lenkhulu lengakuwinisa ivoucher yemali lengaka R 5 000 letfolakala ngaleso sikhatsi. Kungenela nge WhatsApp, klikha kule link www.mcity6.co.za, noma utfumele iSMS","arts, culture, entertainment and media"
65,"Ngabe solo uyamlandzela yini Season 5 we Makarapa City Ungaphutselwa ngumdlalo wemoya lohamba embili. lokhuluma ngemphilo yasetimayini tase Ningizimu Afrika, lesikwetfulela wona njalo ngeliviki.Beka indlebe njalo ngalesine kusukela mhlaka 4 July kuze kube ngumhlaka 29 August emkhatsini wa 8 ne 9pm ube setfubeni lekutiwinela ivoucher yase Shoprite ya R500, utfole nelitfuba lekufakwa ku draw lenkhulu lengakuwinisa ivoucher yemali lengaka R 5 000 letfolakala ngaleso sikhatsi.Kungenela lomncintiswano nge WhatsApp, klikha kule link www.mcity6.co.za noma utfumele iSMS","arts, culture, entertainment and media"
66,"Ungaphutselwa ngu Season 5 we Makarapa City njalo nga Lesine kusukela mhlaka 4 July kuze kube ngumhlaka 29 August emkhatsini wa 8 ne 9pm.Beka indlebe njalo ngeliviki uhlangane nebadlali labasha, uve kutsi ngabe bomnkantj ubovu bakhona bona baphetse letitsini kulomdlalo wetfu wemoya lokhona njalo ngeliviki lokhuluma ngemphilo yasetimayini talapha eNingizimu Afrika.Tibeke etfubeni lekutiwinela ivoucher yase Shoprite ya R500, utfole nelitfuba lekufakwa ku draw lenkhulu lengakuwinisa ivoucher yemali lengaka R 5 000 letfolakala ngaleso sikhatsi. Kungenela nge WhatsApp, klikha kule link www.mcity6.co.za , noma utfumele iSMS","arts, culture, entertainment and media"
68,Inyandzaleyo Lana Nginenkinga.... Ngibone intfombi yami igibele lenye yema convoys lebewaya kulomcimbi lebewukhona kule weekend nganeno eMbombela  ngatsi nangibalandzela bafika bema e Filling Station  Lamajita aphuma ayo tsenga sangakhulumisani mine nawo  nangiya kulentfombi yami ngisafuna kuyikhulumisa waphosa I envelope lebhalwe Hamba Uyonatsa Nebangani Bakho Sitobuya Sikhulume phakatsi kwalemvilopho bekuna R10k kuze kube ngunamuhla ngididekile angikamkhulumisi ....ngente njane bekunene ,society
69,Hlanganyela natsi kulemphelasontfo eXimungwe Sicala nge 5Km fun runwalk bese sogcina ngekudla bantfu ebholeni letinyawo VutlhariNdzalo Sibuyi Proman Ndlovu Senzo Sunshine Kgatla Inkosana ThePrince ThePrince Nontuthuko Lekhuleni Pastor Portia Luthuli Hopewell Ngoma Victor Saddy Mkhwanazi Sydwell Malumane Fanikie Muziwakhe Mshini,society
70,"Nginenkinga nendvodza yami, lesengisashadenayo iminyaka lelishumi.Nkulunkulu usisbusise ngebantfwana lababili, kepha indvodza yami itsi yona ifuna bantfwana labane, inkinaga yami kutsi, angifuni kuba ibaby making machine, futsi tintfo tiyabita lamalanga, yena utsi alikho lithuna lendlala, bantfu labanabo 10 bantfwana bangasebenti kahle bakhona njani, ngente njani",human interest
71,"Asikhuteni lomkhuba webantfu lababona iMandela month kuyinyanga yabo wekuhamba bangena bakhumala kutsi bafuna kuncedza bantfu labaswele ngetikhampani tabo.Kantsi bakhuluma emanga ngoba bafuna kucokelela imali bentela tinhlangano temmango nekwenta timphilo talabaswele tibe ncono, abe atikahle kutsi usigebengu, Caphela lijele lisemvakwakho, utawuboshwa tandla netinyawo",society
