id,title,label,url
34, kuxwayiswa abazongena enyuvesi nonyaka ,education,http://www.iol.co.za/isolezwe/izindaba/kuxwayiswa-abazongena-enyuvesi-nonyaka-7325672
35, usola osonhlalakahle owaphucwa izingane ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/usola-osonhlalakahle-owaphucwa-izingane-7558580
36, i ancyl ixolisile ngekusho ngogordhan ,politics,http://www.iol.co.za/isolezwe/izindaba/i-ancyl-ixolisile-ngekusho-ngogordhan-7501415
37, ugqugquzela abanye ngencwadi ,society,http://www.iol.co.za/isolezwe/izindaba/ugqugquzela-abanye-ngencwadi-7811169
38, basola amaphoyisa kufa usomatekisi ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/basola-amaphoyisa-kufa-usomatekisi-16522268
39, kuvulwe kabi kushona izingane ezine engozini ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/kuvulwe-kabi-kushona-izingane-ezine-engozini-7385297
40, ujika nelanga obezofunda edut ,education,http://www.iol.co.za/isolezwe/izindaba/ujika-nelanga-obezofunda-edut-7846172
41, isikhwele isosha libulala umlamu ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/isikhwele-isosha-libulala-umlamu-7575016
42, abantu abazilungiselele ngoba intela ingase inyuke   ungoti ,politics,http://www.iol.co.za/isolezwe/izindaba/abantu-abazilungiselele-ngoba-intela-ingase-inyuke---ungoti-7807037
43, ugwetshiwe umkhulu obedlwengula abazukulu ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ugwetshiwe-umkhulu-obedlwengula-abazukulu-7584833
44, ubolele ekhaya labantu abadala ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ubolele-ekhaya-labantu-abadala-7647597
45, usola amaphoyisa umndeni wowasikwa amabele ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/usola-amaphoyisa-umndeni-wowasikwa-amabele-7663597
46, bayanda abesifazane abalala nendoda zisuka ,society,http://www.iol.co.za/isolezwe/izindaba/bayanda-abesifazane-abalala-nendoda-zisuka-7679775
47, kuvuke iminjunju uyise edubula abafowabo ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/kuvuke-iminjunju-uyise-edubula-abafowabo-7874349
48, ukhala ngomsamu olahlwe elokudlwengula ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ukhala-ngomsamu-olahlwe-elokudlwengula-7584859
49, isexwayiso kubantu ngamabhanoyi ,"economy, business and finance",http://www.iol.co.za/isolezwe/izindaba/isexwayiso-kubantu-ngamabhanoyi-7584820
50, imukelwe ngo elethu imali ugordhan ayabele i ecd ,education,http://www.iol.co.za/isolezwe/izindaba/imukelwe-ngo-elethu-imali-ugordhan-ayabele-i-ecd-7925782
51, owe anc ugoloza nehhovisi lomphakathi ,politics,http://www.iol.co.za/isolezwe/izindaba/owe-anc-ugoloza-nehhovisi-lomphakathi-7639114
52, lingase livalwe ibhishi labanqunu ,society,http://www.iol.co.za/isolezwe/izindaba/lingase-livalwe-ibhishi-labanqunu-7926148
53, bafuna ajeze obengungqongqoshe ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/bafuna-ajeze-obengungqongqoshe-7584974
54, kusenezithiyo kuleli ekuhushuleni isisu ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/kusenezithiyo-kuleli-ekuhushuleni-isisu-7860013
55, i anc ifuna kuhlakazwe izifundazwe ,politics,http://www.iol.co.za/isolezwe/izindaba/i-anc-ifuna-kuhlakazwe-izifundazwe-7832086
56, udubule amadodana ngoba kubangwa ugandaganda ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/udubule-amadodana-ngoba-kubangwa-ugandaganda-7859170
57, alichume isiko lokufunda ebantwini ,education,http://www.iol.co.za/isolezwe/izindaba/alichume-isiko-lokufunda-ebantwini-7894893
58, isabelo sezimali sihlasela ukungalingani ezweni ,"economy, business and finance",http://www.iol.co.za/isolezwe/izindaba/isabelo-sezimali-sihlasela-ukungalingani-ezweni-7937717
59, isibalo sabaxhaswe yinsfas ,education,http://www.iol.co.za/isolezwe/izindaba/isibalo-sabaxhaswe-yinsfas-7832076
60, umthengi unelungelo lokukhala ngolimi lwakhe ,society,http://www.iol.co.za/isolezwe/izindaba/umthengi-unelungelo-lokukhala-ngolimi-lwakhe-7639118
61, ukugxamalaza kwezikhulu zepsl kuyinkinga enkulu ebholeni lakithi ,society,http://www.iol.co.za/isolezwe/izindaba/ukugxamalaza-kwezikhulu-zepsl-kuyinkinga-enkulu-ebholeni-lakithi-7832072
62, kulimale umfundi empini yezigceme ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/kulimale-umfundi-empini-yezigceme-7846486
63, ubhuquza ekhaya umfundi oxoshelwe ukuba yisitabane ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ubhuquza-ekhaya-umfundi-oxoshelwe-ukuba-yisitabane-7663566
64, ugwazwe yizigebengu zifuna iselula ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ugwazwe-yizigebengu-zifuna-iselula-7752874
65, ezinye izinyathelo kolomfundi owaxoshelwa ubutabane ,society,http://www.iol.co.za/isolezwe/izindaba/ezinye-izinyathelo-kolomfundi-owaxoshelwa-ubutabane-7751949
66, kuqhume iqupha kubangwa izevatho ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/kuqhume-iqupha-kubangwa-izevatho-7712969
67, izinhlangano zingenelela kolomfundi ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/izinhlangano-zingenelela-kolomfundi-7696937
68, kukhuthazwa abantu ukuthi baye kwasars ,"economy, business and finance",http://www.iol.co.za/isolezwe/izindaba/kukhuthazwa-abantu-ukuthi-baye-kwasars-10123490
69, kugxekwa umsakazi obize uzuma ngomkhovu ,politics,http://www.iol.co.za/isolezwe/izindaba/kugxekwa-umsakazi-obize-uzuma-ngomkhovu-10106809
70, uzophikwa wumlando udkt dlamini zuma ,politics,http://www.iol.co.za/isolezwe/izindaba/uzophikwa-wumlando-udkt-dlamini-zuma-10097103
71, kugwetshwe owadlwengula intombi ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/kugwetshwe-owadlwengula-intombi-10145578
72, imeya ye ifp isinde ekuketulweni esikhundleni yi anc ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/imeya-ye-ifp-isinde-ekuketulweni-esikhundleni-yi-anc-10096996
73, uzuma uzibangela ukugxekwa ,politics,http://www.iol.co.za/isolezwe/izindaba/uzuma-uzibangela-ukugxekwa-10121633
74, abamfuni uthisha opotozanayo ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/abamfuni-uthisha-opotozanayo-10095291
75, owesifazane kwelokudlwengula ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/owesifazane-kwelokudlwengula-8039436
76, kuboshwe  ngokubulawa kobethunjiwe ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/kuboshwe-4-ngokubulawa-kobethunjiwe-7986224
77, phansi amaphaphu bazohola abantu ngo ephreli  ,politics,http://www.iol.co.za/isolezwe/izindaba/phansi-amaphaphu-bazohola-abantu-ngo-ephreli-1-8077639
78, ubulawe ushevu obeba isikhaftini somfundi ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ubulawe-ushevu-obeba-isikhaftini-somfundi-8051815
79, kuvuswe abesifazane abahlukunyezwa ngabathandana nabo ,society,http://www.iol.co.za/isolezwe/izindaba/kuvuswe-abesifazane-abahlukunyezwa-ngabathandana-nabo-8066317
80, ubulale umakhelwane wambiza ngesilwane ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ubulale-umakhelwane-wambiza-ngesilwane-8063268
81, uvele enkantolo owabulala  ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/uvele-enkantolo-owabulala-4-8004135
82, bazozithola abantu izibonelelo zabo ,society,http://www.iol.co.za/isolezwe/izindaba/bazozithola-abantu-izibonelelo-zabo-8004137
83, kumangalelwe abakhubazekile ,society,http://www.iol.co.za/isolezwe/izindaba/kumangalelwe-abakhubazekile-8005274
84, ihlazo elotsholwa ngemfuyo eyebiwe ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ihlazo-elotsholwa-ngemfuyo-eyebiwe-8051816
85, linikwe ibheyili ka  iphoyisa ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/linikwe-ibheyili-ka-r1000-iphoyisa-9800183
86, usola udlame lwaseglebe ohlaselwe ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/usola-udlame-lwaseglebe-ohlaselwe-9800597
87, usinde bethi bayaqeda ngaye ufikile mlomo ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/usinde-bethi-bayaqeda-ngaye-ufikile-mlomo-9966662
88, kunempi ebhekiswe kwi anc ,politics,http://www.iol.co.za/isolezwe/izindaba/kunempi-ebhekiswe-kwi-anc-9981898
89, basobishini ojele ngokupotozwa kweziboshwa ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/basobishini-ojele-ngokupotozwa-kweziboshwa-9982356
90, uzuma ushiye angalazi kwabamgxekayo ,politics,http://www.iol.co.za/isolezwe/izindaba/uzuma-ushiye-angalazi-kwabamgxekayo-9966963
91, kuyabhujwa yizidakamizwa emalokishini asethekwini ,society,http://www.iol.co.za/isolezwe/izindaba/kuyabhujwa-yizidakamizwa-emalokishini-asethekwini-10006835
92, ubhaka uvulelwe icala lokuthela isimbambamba ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ubhaka-uvulelwe-icala-lokuthela-isimbambamba-9966692
93, uhlaudi ucele ukuthi kuthandazelwe umvikeli womphakathi ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/uhlaudi-ucele-ukuthi-kuthandazelwe-umvikeli-womphakathi-9968217
94, itwetwe ngokuthunjwa kwezingane ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/itwetwe-ngokuthunjwa-kwezingane-9897892
95, iyazisholo nje i eff uma ithi izohlukana ne da ,politics,http://www.iol.co.za/isolezwe/izindaba/iyazisholo-nje-i-eff-uma-ithi-izohlukana-ne-da-9784576
96, ugigaba nekhwelo kosomabhizinisi basemalokishini ,"economy, business and finance",http://www.iol.co.za/isolezwe/izindaba/ugigaba-nekhwelo-kosomabhizinisi-basemalokishini-10007272
97, bagilwe wugesi wezinyokanyoka ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/bagilwe-wugesi-wezinyokanyoka-12094951
98, ungoye enkingeni ngeziqu zomthetho ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/ungoye-enkingeni-ngeziqu-zomthetho-12079846
99, ucasule umphakathi ehleka osolwa ngokubulala ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/ucasule-umphakathi-ehleka-osolwa-ngokubulala-12095452
100, kusamile ukufunda kwelicija ngamakhono ,education,https://www.isolezwe.co.za/izindaba/kusamile-ukufunda-kwelicija-ngamakhono-14489242
101, kukhalwa ngamaphoyisa ashaye izitabane ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/kukhalwa-ngamaphoyisa-ashaye-izitabane-14395462
102, umfundi ugwazwe omunye eduze nesikole ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/umfundi-ugwazwe-omunye-eduze-nesikole-14538216
103,https://www.isolezwe.co.za/tvbox/utha ukhala   awuboleka umngani wakhe ,"economy, business and finance",https://www.isolezwe.co.za/tvbox/utha-ukhala-ngor250-000-awuboleka-umngani-wakhe-14314310
104, izingulube zehlathi zimincise umphakathi ,society,https://www.isolezwe.co.za/izindaba/izingulube-zehlathi-zimincise-umphakathi-14700954
105, odlalela abaculi i keyboard uvulelwe icala lokumuhluza intombi ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/odlalela-abaculi-i-keyboard-uvulelwe-icala-lokumuhluza-intombi-14313813
106, akuhlanganiswe abomkhonto namasosha ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/akuhlanganiswe-abomkhonto-namasosha-16653353
107, ezempilo ayikho indlela yokuhlola ubuntombi ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/ezempilo-ayikho-indlela-yokuhlola-ubuntombi-16669170
108, isingo  ingqungquthelaye anc ethekwini ,politics,http://www.isolezwe.co.za/izindaba/isingo-2019-ingqungquthelaye-anc-ethekwini-16367362
109, umsindo ngohambo oluzodla  million ,politics,http://www.isolezwe.co.za/izindaba/umsindo-ngohambo-oluzodla-ur2-million-16797050
110, umfelokazi uhlawuliswe inkomo ekhumula inzilo ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/umfelokazi-uhlawuliswe-inkomo-ekhumula-inzilo-16566594
111, uramaite uzobamba kwesika abrahams ,politics,http://www.isolezwe.co.za/izindaba/uramaite-uzobamba-kwesika-abrahams-16584506
112, ubhajwe isandla ethenga ithoyizi locansi ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/ubhajwe-isandla-ethenga-ithoyizi-locansi-16747763
113, mibono isizwe kumele sibaxwaye abaholi abafana nomalema ,politics,http://www.isolezwe.co.za/izindaba/mibono-isizwe-kumele-sibaxwaye-abaholi-abafana-nomalema-16369238
114, imbokodo igcwale imigwaqo imasha ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/imbokodo-igcwale-imigwaqo-imasha-16366764
115, kusolwa ukhwantalala isitshudeni sizibulala ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/kusolwa-ukhwantalala-isitshudeni-sizibulala-16429040
116, kuphenywa ukhuzani ngomkamuntu ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/kuphenywa-ukhuzani-ngomkamuntu-16476127
117, akuvikelwe abasolwa ngokuloya ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/akuvikelwe-abasolwa-ngokuloya-16427137
118, kume nse ukufunda enyuvesi izitshudeni zikhala ngensfas ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/kume-nse-ukufunda-enyuvesi-izitshudeni-zikhala-ngensfas-16559655
119, bashaqekile ngoqothe umndeni ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/bashaqekile-ngoqothe-umndeni-16652952
120, angase alahlekelwe yisithabathaba somuzi owakhe esizeni somuntu ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/angase-alahlekelwe-yisithabathaba-somuzi-owakhe-esizeni-somuntu-16353651
121, lisuliwe ikhansela ebelihola liboshiwe ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/lisuliwe-ikhansela-ebelihola-liboshiwe-16524173
122, izintokazi zivule inkampani ekhuthaza ukuzivocavoca ,society,http://www.isolezwe.co.za/izindaba/izintokazi-zivule-inkampani-ekhuthaza-ukuzivocavoca-16367987
123, ubulawe esemayini umshayeli wetekisi ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/ubulawe-esemayini-umshayeli-wetekisi-16776869
124, ubengafuni ukubuyela ekhaya obulawe yisoka ethornwood ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/ubengafuni-ukubuyela-ekhaya-obulawe-yisoka-ethornwood-16667234
125, amakhosi ahlaba ingonyama trust ,society,http://www.isolezwe.co.za/izindaba/amakhosi-ahlaba-ingonyama-trust-16530051
126, imibono idolobha umgungundlovu lingcole ngendlela exakile ,society,http://www.isolezwe.co.za/izindaba/imibono-idolobha-umgungundlovu-lingcole-ngendlela-exakile-16635123
127, akuthi shu okushiwo utrump asimesabi julius malema ,politics,http://www.isolezwe.co.za/izindaba/akuthi-shu-okushiwo-utrump-asimesabi-julius-malema-16705659
128, bafuna kucaciswe ngensfas ,politics,http://www.isolezwe.co.za/izindaba/bafuna-kucaciswe-ngensfas-16349147
129, cabangisisa ngaphambi kokucela umshado ,society,http://www.isolezwe.co.za/izindaba/cabangisisa-ngaphambi-kokucela-umshado-16583666
130, imibono nginemibuzo ngodaba lomhlaba ,politics,http://www.isolezwe.co.za/izindaba/imibono-nginemibuzo-ngodaba-lomhlaba-16763052
131, umthandazi uboshelwe ukudlwengula indodakazi ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/umthandazi-uboshelwe-ukudlwengula-indodakazi-16367383
132, zinyukile izindleko zokugibela amatekisi izolo ,society,http://www.isolezwe.co.za/izindaba/zinyukile-izindleko-zokugibela-amatekisi-izolo-16367402
133, ubhekwe ngelokhozi ozoqokwa wuramaphosa kwesokushushisa ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/ubhekwe-ngelokhozi-ozoqokwa-wuramaphosa-kwesokushushisa-16554765
134, abahlaziyi babona i anc igaya amavoti ngolomhlaba ,politics,http://www.isolezwe.co.za/izindaba/abahlaziyi-babona-i-anc-igaya-amavoti-ngolomhlaba-16367375
135, kubulawe izihlobo zobhalela isolezwe ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/kubulawe-izihlobo-zobhalela-isolezwe-16747762
136, imibono bakhona nabesifazane abahlukumeza amadoda ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/imibono-bakhona-nabesifazane-abahlukumeza-amadoda-16367378
137, ofakazi kwikhomishini kazondo ,"economy, business and finance",http://www.isolezwe.co.za/izindaba/ofakazi-kwikhomishini-kazondo-16648015
138, luya kude olomhlaba ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/luya-kude-olomhlaba-13352109
139, uhlaba abaholi abeba imali ye ifp ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/uhlaba-abaholi-abeba-imali-ye-ifp-13371064
140, bangobani ababoshwe nomabuyakhulu ,politics,https://www.isolezwe.co.za/izindaba/bangobani-ababoshwe-nomabuyakhulu-13227267
141, uxoshiswe okwenja ezozilela umyeni ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/uxoshiswe-okwenja-ezozilela-umyeni-13476971
142, umshado uqina ngezinselelo zawo ,society,https://www.isolezwe.co.za/izindaba/umshado-uqina-ngezinselelo-zawo-13051575
143, umehlokaboni ka  kaduduzane nabakwagupta ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/umehlokaboni-ka-r1m-kaduduzane-nabakwagupta-13352108
144, zisabisa ngokukuphinda lokho izitshudeni ,education,https://www.isolezwe.co.za/izindaba/zisabisa-ngokukuphinda-lokho-izitshudeni-13145253
145, i da nomkhankaso wokuheha intsha ,politics,https://www.isolezwe.co.za/izindaba/i-da-nomkhankaso-wokuheha-intsha-13152160
146, ezempilo lusukumele uvalo olungapheli ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/ezempilo-lusukumele-uvalo-olungapheli-13512493
147, ubheki cele ukhwele wadilika kumagashule ,politics,https://www.isolezwe.co.za/izindaba/ubheki-cele-ukhwele-wadilika-kumagashule-13096285
148, akuqiniswe ezokuphepha kweye anc kwazulu natal ,politics,https://www.isolezwe.co.za/izindaba/akuqiniswe-ezokuphepha-kweye-anc-kwazulu-natal-13379411
149,https://www.isolezwe.co.za/ezezimoto/kungakusiza ukugcina imoto endala ,"crime, law and justice",https://www.isolezwe.co.za/ezezimoto/kungakusiza-ukugcina-imoto-endala-13349835
150, utokile osolwa ngokubulala isalukazi  ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/utokile-osolwa-ngokubulala-isalukazi-107-13051289
151, badumele abakwazuma ngokushiwo ngukamadiba ,politics,https://www.isolezwe.co.za/izindaba/badumele-abakwazuma-ngokushiwo-ngukamadiba-13227049
152, okushiwo amandla erandi nomphumela wakho kuleli ,"economy, business and finance",https://www.isolezwe.co.za/izindaba/okushiwo-amandla-erandi-nomphumela-wakho-kuleli-13406454
153, ibhungu liklabhe abashana lababulala lona labulawa yiloli ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/ibhungu-liklabhe-abashana-lababulala-lona-labulawa-yiloli-13240000
154, ikhathaza abazali eyasecom tech ,education,https://www.isolezwe.co.za/izindaba/ikhathaza-abazali-eyasecom-tech-13093647
155, u atul gupta uphika  ngamaphepha awafake enkantolo ,"economy, business and finance",https://www.isolezwe.co.za/izindaba/u-atul-gupta-uphika-ekar10m-ngamaphepha-awafake-enkantolo-13385492
156, uramaphosa uhoxe kolwenhloko ,politics,https://www.isolezwe.co.za/izindaba/uramaphosa-uhoxe-kolwenhloko-13476515
157, ugigaba uzocacisa eyemfundo yamahhala ,education,https://www.isolezwe.co.za/izindaba/ugigaba-uzocacisa-eyemfundo-yamahhala-13352106
158, ucele ubuyele kwesamaphoyisa ,politics,https://www.isolezwe.co.za/izindaba/ucele-ubuyele-kwesamaphoyisa-13509697
159, inkani kazuma izomlahlekisela ngokuningi ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/inkani-kazuma-izomlahlekisela-ngokuningi-13222989
160, injabulo kunyuka impesheni ,"economy, business and finance",https://www.isolezwe.co.za/izindaba/injabulo-kunyuka-impesheni-13411771
161, bazitapele igilosa emzini wobaqolile ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/bazitapele-igilosa-emzini-wobaqolile-13145513
162, abewunga nebhizinisi elivuthayo e unisa ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/abewunga-nebhizinisi-elivuthayo-e-unisa-13096121
163, bagaywe yitekisi endlini bebuka uzalo ,society,https://www.isolezwe.co.za/izindaba/bagaywe-yitekisi-endlini-bebuka-uzalo-13351794
164, amadoda acela ibheyili kwelaseglebe ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/amadoda-acela-ibheyili-kwelaseglebe-13131386
165, uyaqina owokulwa nokulawulwa kombuso yidlanzana ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/uyaqina-owokulwa-nokulawulwa-kombuso-yidlanzana-12834333
166, kuzungezwa izinkampani ezidlelana nabakwagupta ,politics,https://www.isolezwe.co.za/izindaba/kuzungezwa-izinkampani-ezidlelana-nabakwagupta-12764977
167, ubuchwepheshe namathuba okwakha umnotho ,society,https://www.isolezwe.co.za/izindaba/ubuchwepheshe-namathuba-okwakha-umnotho-12910250
168, umfundisi ubedlwengula odado ababonge  ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/umfundisi-ubedlwengula-odado-ababonge-ngor2-12978252
169, umaimane usongela umagashule nozwane ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/umaimane-usongela-umagashule-nozwane-12854124
170, samukelwe isigwebo esinikwe iphoyisa ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/samukelwe-isigwebo-esinikwe-iphoyisa-12765485
