id,title,label,url
34, uvalo kubulawa indodana yenduna ebisongelwa ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/uvalo-kubulawa-indodana-yenduna-ebisongelwa-7558290
35, ubebaleka owengozi yabafundi ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ubebaleka-owengozi-yabafundi-7385300
36, uyaxolisa ohlale ethuneni likancwane ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/uyaxolisa-ohlale-ethuneni-likancwane-7509486
37, bagcwale isibhedlela abangu  abadle inyama yenkomo ,health,http://www.iol.co.za/isolezwe/izindaba/bagcwale-isibhedlela-abangu-50-abadle-inyama-yenkomo-7549022
38, ukujiya kocansi nenselelo kubefundisi ,society,http://www.iol.co.za/isolezwe/izindaba/ukujiya-kocansi-nenselelo-kubefundisi-7433047
39, uqophe igama lakhe emlandweni wesikole ku matric ,education,http://www.iol.co.za/isolezwe/izindaba/uqophe-igama-lakhe-emlandweni-wesikole-ku-matric-7349901
40, uyofundela ubudokotela obelusa izinkomo ,education,http://www.iol.co.za/isolezwe/izindaba/uyofundela-ubudokotela-obelusa-izinkomo-7355256
41, itwetwe ngodlame eglebelands ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/itwetwe-ngodlame-eglebelands-7510261
42, ama aquarian angabantu babantu ,education,http://www.iol.co.za/isolezwe/izindaba/ama-aquarian-angabantu-babantu-7510480
43, umhlaziyi ubona uradebe ekulungele ukuba wumengameli ,politics,http://www.iol.co.za/isolezwe/izindaba/umhlaziyi-ubona-uradebe-ekulungele-ukuba-wumengameli-7483231
44, unqaba inhlawulo ngodlwenguliwe ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/unqaba-inhlawulo-ngodlwenguliwe-7544042
45, akafunwa endaweni osolwa ngokucwasa ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/akafunwa-endaweni-osolwa-ngokucwasa-7385354
46, aseqalile ukudayisa amasheya kareddy ,"economy, business and finance",http://www.iol.co.za/isolezwe/izindaba/aseqalile-ukudayisa-amasheya-kareddy-7512270
47, ayaphela amanzi kwezakhele owetheku ,society,http://www.iol.co.za/isolezwe/izindaba/ayaphela-amanzi-kwezakhele-owetheku-7490713
48, uvuke isha imoto yakhe umdlali webucs ,sport,http://www.iol.co.za/isolezwe/izindaba/uvuke-isha-imoto-yakhe-umdlali-webucs-7325665
49, umsindonge anc awukapheli ,politics,http://www.iol.co.za/isolezwe/izindaba/umsindonge-anc-awukapheli-7558725
50, kuxwayiswa abazongena enyuvesi nonyaka ,education,http://www.iol.co.za/isolezwe/izindaba/kuxwayiswa-abazongena-enyuvesi-nonyaka-7325672
51, ngicela uqhubinja angifake ohlwini lwabantu azobondla   ngeso lika volovolo ,"arts, culture, entertainment and media",http://www.iol.co.za/isolezwe/izindaba/ngicela-uqhubinja-angifake-ohlwini-lwabantu-azobondla---ngeso-lika-volovolo-7501550
52, inceku ephuzisa abantu amafutha ezimoto ,religion and belief,http://www.iol.co.za/isolezwe/izindaba/inceku-ephuzisa-abantu-amafutha-ezimoto-7433031
53, usola osonhlalakahle owaphucwa izingane ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/usola-osonhlalakahle-owaphucwa-izingane-7558580
54, i ancyl ixolisile ngekusho ngogordhan ,politics,http://www.iol.co.za/isolezwe/izindaba/i-ancyl-ixolisile-ngekusho-ngogordhan-7501415
55, ugqugquzela abanye ngencwadi ,society,http://www.iol.co.za/isolezwe/izindaba/ugqugquzela-abanye-ngencwadi-7811169
56, basola amaphoyisa kufa usomatekisi ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/basola-amaphoyisa-kufa-usomatekisi-16522268
57, uvule isikhungo sokwelapha esihlukile ,health,http://www.iol.co.za/isolezwe/izindaba/uvule-isikhungo-sokwelapha-esihlukile-7518634
58, kuvulwe kabi kushona izingane ezine engozini ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/kuvulwe-kabi-kushona-izingane-ezine-engozini-7385297
59, odokotela bantula imisebenzi ekzn ,health,http://www.iol.co.za/isolezwe/izindaba/odokotela-bantula-imisebenzi-ekzn-7410455
60, ujika nelanga obezofunda edut ,education,http://www.iol.co.za/isolezwe/izindaba/ujika-nelanga-obezofunda-edut-7846172
61, kushe imizi emlaza ngenxa yobulelesi ,"conflict, war and peace",http://www.iol.co.za/isolezwe/izindaba/kushe-imizi-emlaza-ngenxa-yobulelesi-7952970
62, isikhwele isosha libulala umlamu ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/isikhwele-isosha-libulala-umlamu-7575016
63, baceba ukuduba imidlalo yebucs ,sport,http://www.iol.co.za/isolezwe/izindaba/baceba-ukuduba-imidlalo-yebucs-7751289
64, abantu abazilungiselele ngoba intela ingase inyuke   ungoti ,politics,http://www.iol.co.za/isolezwe/izindaba/abantu-abazilungiselele-ngoba-intela-ingase-inyuke---ungoti-7807037
65, ugwetshiwe umkhulu obedlwengula abazukulu ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ugwetshiwe-umkhulu-obedlwengula-abazukulu-7584833
66, kusuke konakele uma ungachami ,health,http://www.iol.co.za/isolezwe/izindaba/kusuke-konakele-uma-ungachami-7972421
67, igoqiwe imicimbi yombutho wamasosha ,human interest,http://www.iol.co.za/isolezwe/izindaba/igoqiwe-imicimbi-yombutho-wamasosha-7875245
68, ubolele ekhaya labantu abadala ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ubolele-ekhaya-labantu-abadala-7647597
69, usola amaphoyisa umndeni wowasikwa amabele ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/usola-amaphoyisa-umndeni-wowasikwa-amabele-7663597
70, bayanda abesifazane abalala nendoda zisuka ,society,http://www.iol.co.za/isolezwe/izindaba/bayanda-abesifazane-abalala-nendoda-zisuka-7679775
71, kuvuke iminjunju uyise edubula abafowabo ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/kuvuke-iminjunju-uyise-edubula-abafowabo-7874349
72, ukhala ngomsamu olahlwe elokudlwengula ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ukhala-ngomsamu-olahlwe-elokudlwengula-7584859
73, isexwayiso kubantu ngamabhanoyi ,"economy, business and finance",http://www.iol.co.za/isolezwe/izindaba/isexwayiso-kubantu-ngamabhanoyi-7584820
74, imukelwe ngo elethu imali ugordhan ayabele i ecd ,education,http://www.iol.co.za/isolezwe/izindaba/imukelwe-ngo-elethu-imali-ugordhan-ayabele-i-ecd-7925782
75, owe anc ugoloza nehhovisi lomphakathi ,politics,http://www.iol.co.za/isolezwe/izindaba/owe-anc-ugoloza-nehhovisi-lomphakathi-7639114
76, lingase livalwe ibhishi labanqunu ,society,http://www.iol.co.za/isolezwe/izindaba/lingase-livalwe-ibhishi-labanqunu-7926148
77, bafuna ajeze obengungqongqoshe ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/bafuna-ajeze-obengungqongqoshe-7584974
78, kusenezithiyo kuleli ekuhushuleni isisu ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/kusenezithiyo-kuleli-ekuhushuleni-isisu-7860013
79, alokhu evaliwe amathuna eseventini ,human interest,http://www.iol.co.za/isolezwe/izindaba/alokhu-evaliwe-amathuna-eseventini-7638949
80, i anc ifuna kuhlakazwe izifundazwe ,politics,http://www.iol.co.za/isolezwe/izindaba/i-anc-ifuna-kuhlakazwe-izifundazwe-7832086
81, udubule amadodana ngoba kubangwa ugandaganda ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/udubule-amadodana-ngoba-kubangwa-ugandaganda-7859170
82, alichume isiko lokufunda ebantwini ,education,http://www.iol.co.za/isolezwe/izindaba/alichume-isiko-lokufunda-ebantwini-7894893
83, isabelo sezimali sihlasela ukungalingani ezweni ,"economy, business and finance",http://www.iol.co.za/isolezwe/izindaba/isabelo-sezimali-sihlasela-ukungalingani-ezweni-7937717
84, isibalo sabaxhaswe yinsfas ,education,http://www.iol.co.za/isolezwe/izindaba/isibalo-sabaxhaswe-yinsfas-7832076
85, uphume engenamyocu engozini ,"disaster, accident and emergency incident",http://www.iol.co.za/isolezwe/izindaba/uphume-engenamyocu-engozini-7575275
86, umthengi unelungelo lokukhala ngolimi lwakhe ,society,http://www.iol.co.za/isolezwe/izindaba/umthengi-unelungelo-lokukhala-ngolimi-lwakhe-7639118
87, wenze ingozi ebalekela osomatekisi ,"disaster, accident and emergency incident",http://www.iol.co.za/isolezwe/izindaba/wenze-ingozi-ebalekela-osomatekisi-7639116
88, ukugxamalaza kwezikhulu zepsl kuyinkinga enkulu ebholeni lakithi ,society,http://www.iol.co.za/isolezwe/izindaba/ukugxamalaza-kwezikhulu-zepsl-kuyinkinga-enkulu-ebholeni-lakithi-7832072
89, gwema ukuhlanza ubusonsukuzonke ngezihlanzabuso ,health,http://www.iol.co.za/isolezwe/izindaba/gwema-ukuhlanza-ubusonsukuzonke-ngezihlanzabuso-7769415
90, kulimale umfundi empini yezigceme ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/kulimale-umfundi-empini-yezigceme-7846486
91, ubhuquza ekhaya umfundi oxoshelwe ukuba yisitabane ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ubhuquza-ekhaya-umfundi-oxoshelwe-ukuba-yisitabane-7663566
92, ugwazwe yizigebengu zifuna iselula ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ugwazwe-yizigebengu-zifuna-iselula-7752874
93, sehlise ulaka isishingishane esingudineo ,weather,http://www.iol.co.za/isolezwe/izindaba/sehlise-ulaka-isishingishane-esingudineo-7832092
94, ezinye izinyathelo kolomfundi owaxoshelwa ubutabane ,society,http://www.iol.co.za/isolezwe/izindaba/ezinye-izinyathelo-kolomfundi-owaxoshelwa-ubutabane-7751949
95, imqoka inkululeko kuma aquarian ,religion and belief,http://www.iol.co.za/isolezwe/izindaba/imqoka-inkululeko-kuma-aquarian-7682595
96, ifindo lomshado ngeke lisombulule inkinga yomuntu ,human interest,http://www.iol.co.za/isolezwe/izindaba/ifindo-lomshado-ngeke-lisombulule-inkinga-yomuntu-7788676
97, imeya nohlelo lokulwa namaphara ,labour,http://www.iol.co.za/isolezwe/izindaba/imeya-nohlelo-lokulwa-namaphara-7894894
98, kuqhume iqupha kubangwa izevatho ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/kuqhume-iqupha-kubangwa-izevatho-7712969
99, ubabaza umoya wobumbano umaluleka ,sport,http://www.iol.co.za/isolezwe/izindaba/ubabaza-umoya-wobumbano-umaluleka-7769409
100, izinhlangano zingenelela kolomfundi ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/izinhlangano-zingenelela-kolomfundi-7696937
101, kukhuthazwa abantu ukuthi baye kwasars ,"economy, business and finance",http://www.iol.co.za/isolezwe/izindaba/kukhuthazwa-abantu-ukuthi-baye-kwasars-10123490
102, kugxekwa umsakazi obize uzuma ngomkhovu ,politics,http://www.iol.co.za/isolezwe/izindaba/kugxekwa-umsakazi-obize-uzuma-ngomkhovu-10106809
103, uzophikwa wumlando udkt dlamini zuma ,politics,http://www.iol.co.za/isolezwe/izindaba/uzophikwa-wumlando-udkt-dlamini-zuma-10097103
104, kugwetshwe owadlwengula intombi ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/kugwetshwe-owadlwengula-intombi-10145578
105, imeya ye ifp isinde ekuketulweni esikhundleni yi anc ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/imeya-ye-ifp-isinde-ekuketulweni-esikhundleni-yi-anc-10096996
106, uzuma uzibangela ukugxekwa ,politics,http://www.iol.co.za/isolezwe/izindaba/uzuma-uzibangela-ukugxekwa-10121633
107, abamfuni uthisha opotozanayo ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/abamfuni-uthisha-opotozanayo-10095291
108, owesifazane kwelokudlwengula ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/owesifazane-kwelokudlwengula-8039436
109, umaskanda usinde engozini yemoto ,"disaster, accident and emergency incident",http://www.iol.co.za/isolezwe/izindaba/umaskanda-usinde-engozini-yemoto-8068593
110, kuboshwe  ngokubulawa kobethunjiwe ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/kuboshwe-4-ngokubulawa-kobethunjiwe-7986224
111, phansi amaphaphu bazohola abantu ngo ephreli  ,politics,http://www.iol.co.za/isolezwe/izindaba/phansi-amaphaphu-bazohola-abantu-ngo-ephreli-1-8077639
112, ubulawe ushevu obeba isikhaftini somfundi ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ubulawe-ushevu-obeba-isikhaftini-somfundi-8051815
113, kuvuswe abesifazane abahlukunyezwa ngabathandana nabo ,society,http://www.iol.co.za/isolezwe/izindaba/kuvuswe-abesifazane-abahlukunyezwa-ngabathandana-nabo-8066317
114, ubulale umakhelwane wambiza ngesilwane ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ubulale-umakhelwane-wambiza-ngesilwane-8063268
115, uvele enkantolo owabulala  ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/uvele-enkantolo-owabulala-4-8004135
116, bazozithola abantu izibonelelo zabo ,society,http://www.iol.co.za/isolezwe/izindaba/bazozithola-abantu-izibonelelo-zabo-8004137
117, kumangalelwe abakhubazekile ,society,http://www.iol.co.za/isolezwe/izindaba/kumangalelwe-abakhubazekile-8005274
118, sebehole iminyaka engu  bengasebenzi othisha ,labour,http://www.iol.co.za/isolezwe/izindaba/sebehole-iminyaka-engu-10-bengasebenzi-othisha-8004879
119, ihlazo elotsholwa ngemfuyo eyebiwe ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ihlazo-elotsholwa-ngemfuyo-eyebiwe-8051816
120, linikwe ibheyili ka  iphoyisa ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/linikwe-ibheyili-ka-r1000-iphoyisa-9800183
121, abophawu lwecancer ngabantu abanozwelo ,religion and belief,http://www.iol.co.za/isolezwe/izindaba/abophawu-lwecancer-ngabantu-abanozwelo-10056563
122, usola udlame lwaseglebe ohlaselwe ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/usola-udlame-lwaseglebe-ohlaselwe-9800597
123, usinde bethi bayaqeda ngaye ufikile mlomo ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/usinde-bethi-bayaqeda-ngaye-ufikile-mlomo-9966662
124, kunempi ebhekiswe kwi anc ,politics,http://www.iol.co.za/isolezwe/izindaba/kunempi-ebhekiswe-kwi-anc-9981898
125, wakhelwe indlu oxinwe umdlavuza ,health,http://www.iol.co.za/isolezwe/izindaba/wakhelwe-indlu-oxinwe-umdlavuza-9977806
126, basobishini ojele ngokupotozwa kweziboshwa ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/basobishini-ojele-ngokupotozwa-kweziboshwa-9982356
127, uzuma ushiye angalazi kwabamgxekayo ,politics,http://www.iol.co.za/isolezwe/izindaba/uzuma-ushiye-angalazi-kwabamgxekayo-9966963
128, kuyabhujwa yizidakamizwa emalokishini asethekwini ,society,http://www.iol.co.za/isolezwe/izindaba/kuyabhujwa-yizidakamizwa-emalokishini-asethekwini-10006835
129, izingqinamba ezithinta ezempilo zizoxazululeka ,health,http://www.iol.co.za/isolezwe/izindaba/izingqinamba-ezithinta-ezempilo-zizoxazululeka-9991610
130, ubhaka uvulelwe icala lokuthela isimbambamba ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/ubhaka-uvulelwe-icala-lokuthela-isimbambamba-9966692
131, uhlaudi ucele ukuthi kuthandazelwe umvikeli womphakathi ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/uhlaudi-ucele-ukuthi-kuthandazelwe-umvikeli-womphakathi-9968217
132, itwetwe ngokuthunjwa kwezingane ,"crime, law and justice",http://www.iol.co.za/isolezwe/izindaba/itwetwe-ngokuthunjwa-kwezingane-9897892
133, iyazisholo nje i eff uma ithi izohlukana ne da ,politics,http://www.iol.co.za/isolezwe/izindaba/iyazisholo-nje-i-eff-uma-ithi-izohlukana-ne-da-9784576
134, kumiswe ukudayiswa kwezinkukhu eziphilayo ngenxa yesifo ,health,http://www.iol.co.za/isolezwe/izindaba/kumiswe-ukudayiswa-kwezinkukhu-eziphilayo-ngenxa-yesifo-10008012
135, ugigaba nekhwelo kosomabhizinisi basemalokishini ,"economy, business and finance",http://www.iol.co.za/isolezwe/izindaba/ugigaba-nekhwelo-kosomabhizinisi-basemalokishini-10007272
136, isisezithebeni zabalawula ukusetshenziswa kwemithi eyeringi yama arvs ,health,http://www.iol.co.za/isolezwe/izindaba/isisezithebeni-zabalawula-ukusetshenziswa-kwemithi-eyeringi-yama-arvs-9788320
137, bagilwe wugesi wezinyokanyoka ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/bagilwe-wugesi-wezinyokanyoka-12094951
138, ukhunyuliswe yikhansela esolwa ngokweba eyesifo ,human interest,http://www.isolezwe.co.za/izindaba/ukhunyuliswe-yikhansela-esolwa-ngokweba-eyesifo-12079799
139, ungoye enkingeni ngeziqu zomthetho ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/ungoye-enkingeni-ngeziqu-zomthetho-12079846
140, ucasule umphakathi ehleka osolwa ngokubulala ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/ucasule-umphakathi-ehleka-osolwa-ngokubulala-12095452
141, kusamile ukufunda kwelicija ngamakhono ,education,https://www.isolezwe.co.za/izindaba/kusamile-ukufunda-kwelicija-ngamakhono-14489242
142, akucaci ngobabes kokatira ,"arts, culture, entertainment and media",https://www.isolezwe.co.za/izindaba/akucaci-ngobabes-kokatira-14395556
143, kukhalwa ngamaphoyisa ashaye izitabane ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/kukhalwa-ngamaphoyisa-ashaye-izitabane-14395462
144, kusahlolwa umonakalo emabhida ,"conflict, war and peace",https://www.isolezwe.co.za/izindaba/kusahlolwa-umonakalo-emabhida-14601817
145,https://www.isolezwe.co.za/tvbox/umunyu kuklonyeliswa abashonelwa ngabazali ,human interest,https://www.isolezwe.co.za/tvbox/umunyu-kuklonyeliswa-abashonelwa-ngabazali-14282537
146, umfundi ugwazwe omunye eduze nesikole ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/umfundi-ugwazwe-omunye-eduze-nesikole-14538216
147,https://www.isolezwe.co.za/tvbox/utha ukhala   awuboleka umngani wakhe ,"economy, business and finance",https://www.isolezwe.co.za/tvbox/utha-ukhala-ngor250-000-awuboleka-umngani-wakhe-14314310
148, izingulube zehlathi zimincise umphakathi ,society,https://www.isolezwe.co.za/izindaba/izingulube-zehlathi-zimincise-umphakathi-14700954
149, odlalela abaculi i keyboard uvulelwe icala lokumuhluza intombi ,"crime, law and justice",https://www.isolezwe.co.za/izindaba/odlalela-abaculi-i-keyboard-uvulelwe-icala-lokumuhluza-intombi-14313813
150, ulwazi ngezinxephezelo zakwaraf ,"disaster, accident and emergency incident",http://www.isolezwe.co.za/izindaba/ulwazi-ngezinxephezelo-zakwaraf-16703720
151, seyizosakazwa imidlalo yebhola kwasabc ,sport,http://www.isolezwe.co.za/izindaba/seyizosakazwa-imidlalo-yebhola-kwasabc-16439565
152, uzakwe usolwa nguphrojusa ngamanga ,"arts, culture, entertainment and media",http://www.isolezwe.co.za/izindaba/uzakwe-usolwa-nguphrojusa-ngamanga-16513694
153, imibono iyichilo nje ekamama ofuna isithembu ,religion and belief,http://www.isolezwe.co.za/izindaba/imibono-iyichilo-nje-ekamama-ofuna-isithembu-16824567
154,http://www.isolezwe.co.za/ezemisakazo/imibono bangiphoxa abasakazi bewoza nabangani bakho ,"arts, culture, entertainment and media",http://www.isolezwe.co.za/ezemisakazo/imibono-bangiphoxa-abasakazi-bewoza-nabangani-bakho-16353778
155, umphakathi uvale amasango kamasipala ucikwa yimeya ,"arts, culture, entertainment and media",http://www.isolezwe.co.za/izindaba/umphakathi-uvale-amasango-kamasipala-ucikwa-yimeya-16599667
156, uthuse abantu umfundisi onenqwaba yezintombi ,religion and belief,http://www.isolezwe.co.za/izindaba/uthuse-abantu-umfundisi-onenqwaba-yezintombi-16746099
157, akuhlanganiswe abomkhonto namasosha ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/akuhlanganiswe-abomkhonto-namasosha-16653353
158, ezempilo ayikho indlela yokuhlola ubuntombi ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/ezempilo-ayikho-indlela-yokuhlola-ubuntombi-16669170
159, isingo  ingqungquthelaye anc ethekwini ,politics,http://www.isolezwe.co.za/izindaba/isingo-2019-ingqungquthelaye-anc-ethekwini-16367362
160, umsindo ngohambo oluzodla  million ,politics,http://www.isolezwe.co.za/izindaba/umsindo-ngohambo-oluzodla-ur2-million-16797050
161, umfelokazi uhlawuliswe inkomo ekhumula inzilo ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/umfelokazi-uhlawuliswe-inkomo-ekhumula-inzilo-16566594
162, uramaite uzobamba kwesika abrahams ,politics,http://www.isolezwe.co.za/izindaba/uramaite-uzobamba-kwesika-abrahams-16584506
163, ubhajwe isandla ethenga ithoyizi locansi ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/ubhajwe-isandla-ethenga-ithoyizi-locansi-16747763
164, izicelo zamaphemithi kazibuyi abamatekisi ,labour,http://www.isolezwe.co.za/izindaba/izicelo-zamaphemithi-kazibuyi-abamatekisi-16635153
165, mibono isizwe kumele sibaxwaye abaholi abafana nomalema ,politics,http://www.isolezwe.co.za/izindaba/mibono-isizwe-kumele-sibaxwaye-abaholi-abafana-nomalema-16369238
166, imbokodo igcwale imigwaqo imasha ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/imbokodo-igcwale-imigwaqo-imasha-16366764
167, kusolwa ukhwantalala isitshudeni sizibulala ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/kusolwa-ukhwantalala-isitshudeni-sizibulala-16429040
168, kuphenywa ukhuzani ngomkamuntu ,"crime, law and justice",http://www.isolezwe.co.za/izindaba/kuphenywa-ukhuzani-ngomkamuntu-16476127
169, uchashwe ngenhlamba ocelele umakoti isiqholo kwi opw ,"arts, culture, entertainment and media",http://www.isolezwe.co.za/izindaba/uchashwe-ngenhlamba-ocelele-umakoti-isiqholo-kwi-opw-16789946
