id,title,label
10,Selifikile leli langa lemancamu. Hlanganyela natsi lomuhla ngensimbi yesibili 14H00 Lomuhla kumenyetelwa tinhlelo letidle umhlanganiso kanye nesitishi lesitsandvwa kakhulu. Singumsakato ligwalagwalafm sina 8 ma Nominations,"arts, culture, entertainment and media"
11,"Ngemva kwesimemetelo sahulumende sekutsi bantfu kafanele bahlale etindlini kute kuvikelwe kubhebhetseleka kwaleleigciwane le Corona, Ngekwakho kubona kusho kutsini ngebantfu baseningizimu Afrika, kakhulukati sive lesimnyama ngendlela batiphatsa ngayo ekulandzeleni miyalo ye Covid19Lockdown Kutsini loku ngatsi sisive seningizumu Afrika, uma ubuka indlela lamanye mave enta ngayo.",education
12,"Mongameli kulindzeleke kutsi akhulume nesive labanye balidzele kutsi bangahle bathole I payment holiday wena ungajabulela yiphi I payment holiday ye tax, bank loan, yemoto nobe INDLU",society
13,Kuna Bhuti lotsite lonebantfwana labatsatfu bahlukene nagbo Make. Ubone kuncono kutsi asungule I WhattsApp group lapho kutokhulunywa konkhe lokutsintsa bantfwana Endzaweni yinyengesikhatsi sinyekunekutsi akhulume nabo ngamunyeUmbuto  Wena ungavuma kuba incenye ye Whattsapp group nalabanye bomake bebantfwana bababe webantfwana benu,human interest
14,"KHULUMA NGWANEBantfwana labatsite labavela eminindenini lapho batali basebenta kahle nobe banemabhizinisi, abafuni kufundza batawutisebentela babe netintfo tabo, labanye baba bantfwana babo Mama naPapa, balindzele kutfola lifa lebatali, lona lelo lifa labanyenti balidlaphatisa balicedze basale bangenalutfo, utsini umcabango wakho ngebantfwana labanjalo,Ungentani wena uma ubabona bantfwana bakho kutsi banjalo, balindze kutsi ufe, batawudla lifa",society
15,"INYANDZALEYO MSAKATINginebantfwana labatsatfu, ngitibule ngentfombi , leneminyaka lengu 13, ngalamisa ngentfombi leneminyaka lelishumi kantsi tfunjana ngumfana loneminyaka lesikhombisa. Inkinga yami kutsi kwangatsi kunembango phakatsi kwabo, nguloye naloye ufuna kutsi kube nguye intsandvokati, uma ngitsengela munye lokutsite, bonke bayakufuna, uma kungenteki bangisola ngekutsi vele angibatsandzi ngalokulinganako, bangibalele tehlakalo lapho ngentele lomunye lokutsite ngan...",human interest
16,Bunjani budlelwane bakho nebalapho ushadeleuteke khona. Ingabe ubeketela ngenca yaloye lotsandzana naye kanye nebatfwana bakho nobe cha kumnandzi kuwe06h3009h00 with Hlengiwe Sindane and Ntsimbi Makwakwa,human interest
17,Hlengiwe Amanda H Real Madumane Ntsimbi Makwakwa Bheki LeBkay Sehlabela. Vala liviki lakho on a High. Ungaphutselwa ngileluhlelo kusasa with DJ Heavy G and live with Deidree Mndawe.,"arts, culture, entertainment and media"
18,"INYANDZALEYO MSAKATINginemngani lofuna kufana nami ngayoyonke indlela, wenta konke lengikwentako. Ngiyambona kutsi usemncintiswaneni lofihlakela nami. Uma ngimcocela ngendzawo tsite lengiye kuyo nobe ngimtjela ngentfo letsite, utsi naye uyayati,Akafuni kuhlulwa ngimingalutfo. Uze atjele bantfu kutsi ayikho intfo lengiyatiko nalenginayo langenayo yena, utishaya sifuba utsi mine naye siyafana. Uma kuba nentfo lengiyentile lemhlulako, uyangikwatela. Inkinga angati kutsi ngi...",society
19,"BOPHA KLEVASisenyangeni yemalungelo, umtsetfo sisekelo utsi wonke wonke unelilungelo lelishicilelwe kumtsentfo sisekelo, lekungamele alijabulele ngaphandle kwekuchwaswa ngandlelatsite. Netiboshwa imbhala, nanome tisemajele ngenca yekuphula umtsetfo, tinawo emalungelo. Ingabe uyayivisisa lendzaba yekutsi tiboswa kufanele tibe nemalungelo.Kufanele yini titfole emalungelo lalingako nebantfu laba ngakaboshwa Chaza kabanti kutsi yini loyivisisako nobe longayivisisi ngaloko ...","crime, law and justice"
20,"INYANDZALEYO MSAKATINginekinga yekutsi sihlala sicabana njalo nesitsandwa sami nngenca yekutsi ufuna ngimvumele ahambe nebangani bakhe bayotijabulisa kuma girls night out nobe aye emaphathini ayobuya late,ngalesinye sikhatsi adzimate atsi uyolala khona le ebangani bakhe uyobuya elangeni lelilandzelako.Iyangihlupa lentfo ngobe uma ngitsi ngiyakhuluma, utsi naye unalo lilungelo lekutijabulisa, njengobe nami ngiyahamba nebangani bami sitikhiphe siyoyijabula nobe siyobukela...",society
21,"Namuhla ngulesihlanu wekugcina enyangeni Music Xbit. Uma bangasekelwa ngitsi batawusekelwa ngubani. Uma usengakayiva ingoma yasekasi lakho, kusho kutsi iseta Real Madumane Ntsimbi Makwakwa Hlengiwe Amanda H. Namuhla ayikho ngengobe sitsi Ngekuhamba kweluhle sitawube sicocisana na DA FLAVA 654. Luhlelo sitawulivala on a high note nge Stay tuned, otherwise lilanga lakho, litawucala kabi","arts, culture, entertainment and media"
22,"Sesidze lesikhatsi solomane siphishekile sakha iCenter yebantfu labaphila nekukhubateka. Sekusele kancane, sicela uphose litje esivivaneni sicedzelele lesakhiwo. Chumana natsi ku sehlabelawbsabc.co.za. simelaneddsabc.co.za kanye na sindanehasabc.co.za",society
23,"We set Ligwalagwala FMs tone and kick start your day, you miss it lilanga lakho vele selimoshakele Real Madumane Hlengiwe Amanda H Ntsimbi Makwakwa","arts, culture, entertainment and media"
24,"Ngihlangane lalomunye dzadze kunkomfa lebengiyihambela, ngamutsandza ngicala kumbona,ngeva kwangatsi lo nguye macondzana, lobesolo ngingakamtfoli, angikaze ngitive ngalelendlela ngemuntfu wesifazane. Nanome kunjalo angisengakantjeli ngendlela lengitiva ngayo ngaye, kepha naye ngiyambona kutsi kwangatsi utiwa njengami. Asikaganani, ngobe ngiyesaba kuphingela umkami,lesesitsadzane sikhatsi lesidze futsi singenatingkinga nakancane. Inkinga yami ...",human interest
25,BOPHA KLEVA Ingabe uyatati tindlela tekuvikelaka kwamakhalekhikhini wakhoUnique security features Nobe uke wabasenkingeni ngelucingo loludobhilelebiwe06h3009h00 with Real Madumane Hlengiwe Sindane and Ntsimbi Makwakwa,society
26,"INYANDZALEYO MSAKATI Ngashonelwa batali ngisemncane, malume wangitsatsa ngahlala naye. Kutse lapho sengiyintfombi , malume wacala kungidlwengula uma litfuba alitfola lapho malumekati angekho, umangitsi ngiyabika, malumekati, akangitsembi, utsi indvodza yakhe angeke ikwente, futsi iyangitsandza. Ngacubeka ngahlala ngobe ngingena lapho ngingayakhona.Nyalo ngisandza kutekwa, inkinga kutsi ngibanetitfombe talokudlengulwa nguMalume uma ngiya ecansini nendvodza yami besengiyap...","crime, law and justice"
27,"Kubangelwa yini labanye bantfu bakutfole kumatima kwamukela uma balahlwa tistandvwa tabo, labanye bacolela kutibulala, nalesositsandvwa, ngisho nebantfwana imbhala, egameni lekutsi uma ungeke ubewami, akekho lomunye lokufanele akutfole. Nobe balimate loye muntfu bamfake sibati kute labanye bangatomtsandza.",human interest
28,"INYANDZALEYO MSAKATIUmuntfu lobengitsandzana naye ungitsengela sipho seValentine, utsi ungikhumbulile, imphilo ayisafani njengobe wahlukana nami. Inkinga yami kutsi sobabili sishadile, mine futsi ngijabulile emshadweni wami, kepha yena kuvakala kwangatsi unetinkinga.Nanome kunjalo akaphumeli ebaleni asho kutsi ufuna sibuyelane, ngibona ngalokungitsengela sipho, aphindze atsi uyangikhumbula, futsi tintfo atisafani. Angati kutsi ngimtjele njani umlingani wami ngalesipho, ng...",human interest
29,"NGWANE 3 days to Valentines day. Lusuku lwetitsandzani lapho kugcugcutelwa khona kutsi bantfu bakhombise lutsandvo kubalingani babo, kepha labanye bantfu batsi, ,abatihluphi ngekubungata iValantines, bamoshe imali yabo, bona baguba kutsandzana kwabo onke malanga nobe ngelilanga labo leli balulekile kubo, ingabe ungolonye walabo, sitjele kutsi uma ungagubi iValentine, ubungata luphi lusuku nesitsandvwa sakhowith Hlengiwe Sindane and Ntsimbi Makwakwa",human interest
30,"KHULUMA NGWANEBantfu banemibono leyehlukahlukene mayelana nesitsembu, tinyenti tintfo lebatibuka ekutseni bavumelane nobe bamelane nesitsembu, kubuka sikhatsi lesiphila kuso,sibonelo, tifo temacasi, tinkinga tetimaliingabe wena uyavumelana nobe umelene nesitsembu",society
31,"InyandzaleyoUmgani wami lotimele, lonemali ungicele kwekutsi ngimumitsise ngoba utsi nginebantfwana labahle futsi utsandza liphawu lami. Angatsandza nje kutsi ngimnike munye umntfwana, ugcizelela kwekutsi loku kufanele kutsi kube imfihlo yetfu sobabili, Laba lesivana nabo akufuneki kutsi batfole liciniso. Ngimangele. Ngente njani",society
32,"BOPHA KLEVAUngenta njani uma umuntfu angakubophisa acambe emanga atsi wente lokutsite, vele licala likudle, bese kutsi lapho sewudvonsile sigwebo, aphumele ebaleni, atsi uyacolisa, wakubophisa ungakenti lutfo. Uma ungumuntfu losesimeni lesinjalo, sicocele wenta njani","crime, law and justice"
33,INYANDZALEYO MSAKATINyalo nga January my best friend ufika utoboleka I van yami utsi ufuna kolandza tintfo takhe emsebentini lapho bekasebenta khona CAUSE imali yekucasha iveni akanayo KEPHA YEKUFAKA I PETROL AYOLANDZA LETINTFO TAKHE UNAYONgelishwa bese watfola ingoti iveni nyalo ifuna R10K for repairs angati kutsi ngente njani ...,society
34,"BOPHA KLEVA Caphela tikolo mbumbule tetemfundvo Bogus Institutions. Cinisekisa kutsi uyaphenyisisa kutsi sibhaliswe ngalokusemtsetfweni.Ungatsi kungani kufanele ngisole ngobe Thoko ufundza khona, tentele wena ngekwakho wenetiseke ngembi kwekutsi ubhalise. Nanome sikholwa sibhalisile, phenyisisa kutsi letifundvo letiniketwa lapho kuleso sikolwa tigunyatwe litiko ngalokusentsetfweni, ngobe kungenteka kwekutsi sikolwa sibhalisilwe, kepha letifundvo atikagunyatwa, ngaloko uta...",education
35,KHULUMA NGWANE Kuyawenta yini umehluko kutsi Batali bakho kube ngibo labakukhokela emalobolo nobe kufanele kwekutsi utisebentela uticokelele lemali ize iphelele ngekwakho Ingabe uva kwangatsi lomfati akasiwakho uma ukhokhelwe batali.Ngakulolunye luhlangotsi wena ungumfati uvanjani ingabe uva kwangatsi awusimfati walemndvodza yakho uma lamalobolo angaka phumi emjulukweni wakhe,society
36,"Shabbisto Mavuso Hlengiwe Amanda H and Ntsimbi Makwakwa...Visit the stations website to check and download to enjoy at your leaisure. You find them outlined as belowKusile Mzansi SportNtsimbi interview with Sundowns PRO Alex MnakaShakoane Ngidlala neSpoko ebusuku mnaka Sihluba Indlubu Ekhasini Sello Chicco Thwala, uvakalisa kukhatsateka kwakhe ngekungcoliswa kweligama lakhe Masakhane Uyanakekela Madumane ukhulumisana na Masinga wengwenya kuva kutsi kahle","arts, culture, entertainment and media"
37,"INYANDZALEYO MSAKATINgiphotfule matilkuletjeni wami ngemalengisoDistinctions, kepha angikhoni kuya enyuvesi ngiyochubeka netifundvo tami .Umnaketfu lomdzala wenta umnyaka wakhe wesibili enyuvesi, ngaloko batali bangicele kutsi ngimbeketelele acedze, bese emvakwaloko nami ngitawulandzela, loko kusho kutsi kutawuba emvakweminyaka lemibili. Inkinga yami kutsi ngavisisa ekucaleni ngobe bengkholwa kutsi utawucedza ngesikhatsirecord time kepha wafelila ku first year, waphindz...",education
38,"Kubaluleke kangakanani kufundza emajele nobe Ingabe ukhona umunftu lomatiko lowaboshwa wasebentisa sikhatsi sakhe ngaphakasti kutsi achubekisele embili tifundvo takhe, kuyintjintje kanjanin imphilo yakhe loko",education
39,"KHULUMA NGWANEIngabe uyakholelwa nobe uyawulandzela umyalo walabadzala wekutsi liswane akukafaneli liphume endlini nobe libe esidlangalaleni livetwe ebantfwini lingakahlanganisi tinyanga letintsatfu ngobe umakwenteka loko litawuhabula moya lemibi bese liyagula nobe cha, wena uyaphuma nalo uye eMall nobe kuphi lapho ufuna khona ulikhombe tihlobo nebangani",society
40,"Tfola kumenyetelwa kwemiphumela yamatikuletjeni yemnyaka wa 2019 bukhoma kuntsandvokati yemsakato wakho Ligwalagwala FM, neleminye misakato ye SABC, iSABC1 ne SABC News Channel 404 ngamhlaka 7 ku Bhimbhidvwane 2020 nga 6 ntsambama","arts, culture, entertainment and media"
41,"INYANDZALEYO MSAKATISiyacabana menntfwanami lobekabhala matikuletjeni emnyakeni lofile wa 2019. Nakanjani ngiyati kutsi utawuphasa, utilungiselele kahle kuya enyuvesi kulomnyaka njengobe afake ticelo tesikhala etinyuvesi letimbili bamamukela kutotobimbili ngemiphumela yakhe yaka grade 11.Yena ufuna kuya eNorth West ayoyenta iBsc in Agriculture njengobe nebangani bakhe bayakhona, utsi uma uma angafundza lapha eMpumalanga angeke kubonakale kutsi ufundza unyuvesi, njengobe ba...",education
42,"DEBATENamuhla ntsambama indvuna yetemfundvo kuvelonke Make Angie Motsekga utawube atfula ngalokusemtsentfewni imiphumela yamatikuletjeni yemnyaka wa 2019. Kunyenti lokushiwo bantfu ngelizinga lemfundvo yetfu, labanye batsi isezingeni leliphansi kutsi bafike emanyuvesi baphase baceceshelwe umsebenti ngendlela yakhona. Bakhala kakhulu ngalo 30 progressed pass rate.Utsini wena, ulibona linjani Ulibona njani lizinga lemfundvow yetfu, ingabe liphakeme nobe cha Ku...",education
43,"DEBATEKanyenti umuntfu uma afuna kutivikela ngekunatsa tjwala uva atsi, tjwala abunankinga, inkinga inemuntfu lobunatsako, ingabe tjwala abumentisi umuntfu emaphutsa, kepha ngumuntfu lowenta emaphutsa aphike ngejwala, kahle kahle kusuke kutsiwani uma kutsiwa tjwala abunankinga, inkinga inemuntfu lobunatsako",society
44,Ngikufisela Khisimusi lomuhle nemnyaka lomusha lonemphumelelo chubeka njalo ulalele lomsakato lomkhulu kangaka bese utjela nalabanye tsine kwekutsi akusibunandzi la... nginitsandza nonkhe .ikakhulu wena.,society
45,"International Day to End Violence Against Sex WorkersKanyenti bantfu labatsengisa umtimba, bakhala ngekutsi bayahlukunyetwa, ngako bacela hulumende akwente kubesemtsetfweni kutsengisa umtimba, ucabanga kutsi kuba semtsetfweni kwekutsengisa umtimba, kungaba sicazululo ekuhlukunyetweni labatsengisa umtimba.",society
46,"BOPHA KLEVAKanyenti bantfu labaphila ngekukhubateka bayagetjengwa langaphandle ngenca yekutsi abakhoni kutimela etehlakalweni tebugebengu, cabanga nje umuntfu antjontja sikwama semuntfo lohamba nge Wheelchair nobe tindvuku, ukuphi nembeza, bantfu labaphila ngekukhubateka kufanele bavikelwe ngitsi.Ucabangani ngebantfu labenta loko, kufanele bajeziswe njani umababanjwa Yini lengentiwa kucedza letehlakalo letimbi nakangaka","crime, law and justice"
47,"INYANDZALEYO MSAKATINgisuke ekhaya ekucaleni kwemyaka ngitsi ngiyozama umsebenti kute ngondle umndeni wami , ngelishwa sewuyaphela umnyaka, khisimusi sewusedvutane, kodvwa umsebenti angikawutfoli, manje ngiva buhlunngu kutsi ngitawubuyela ekhaya ngilambatsa, bantfwana balindze babe abuye imphilo ibencono, angeke ngikhone nekubatsengela iUniform ya 2020.Lentfo iyangidla ngekutsi uma ngicabanga kutsi angikhoni kondla umndeni wami, ngiweteni ngicakekile",society
48,"Simema bonke balaleli betfu kokutsi bete batotsi ndlelanhle ku Malume stan bukhoma emoyeni kusukela nga 730 kuya ku 900 ngamhlaka 27 Sep, bonke balaleli labatawufika sitawube sivota sonke sentela kwekutsi abuye nayo iphila lendondo, wota nawe utotibonela basakati bakho lobatsandzako, njengoba useta chubeka njalo uvote ngobe kuvota kuyavalwa ngemgcibelo wamhlaka 28 ku September nga 0000 ebusuku","arts, culture, entertainment and media"
49,"DEBATEkutigameko tekuhlaselwa kwebatfu bangaphandle, kanyenti tizatfu letibekwa embili kutsi batsatsa imisebenti nemabhizinisi etfu, ngaphadle kwekubacosha ngeludlame yini lekufanele siyente sibantfu basengingizimu Afrika kwekutsi sivikele imisebenti nemabhizinisi etfuKahle kahle bayitsatsa njani lemisebenti, nemabhizinisi etfu, tsine sentani, yini lekufanele siyente kutfola lokungekwetfu, ngaphandle kweludlame",society
50,"Ungaphutselwa sicephu sekugcina sa Season 5 we Makarapa CityBeka indlebe njalo ngalesine mhlaka 29 August emkhatsini wa 8 ne 9pm utivele sicephu sekugcina semdlalo wetfu wemoya lokhuluma ngemphilo yasetimayini tase Ningizimu Afrika.Kungenela lomncintiswano nge WhatsApp, klikha kule link www.mcity6.co.za noma utfumele iSMS","arts, culture, entertainment and media"
51,"Ungaphutselwa ngu Season 5 we Makarapa City njalo nga Lesine kusukela mhlaka 4 July kuze kube ngumhlaka 29 August emkhatsini wa 8 ne 9pm.Beka indlebe njalo ngeliviki uhlangane nebadlali labasha, uve kutsi ngabe bomnkantj ubovu bakhona bona baphetse letitsini kulomdlalo wetfu wemoya lokhona njalo ngeliviki lokhuluma ngemphilo yasetimayini talapha eNingizimu Afrika.Tibeke etfubeni lekutiwinela ivoucher yase Shoprite ya R500, utfole nelitfuba lekufakwa ku draw lenkhulu lengakuwinisa ivoucher yemali lengaka R 5 000 letfolakala ngaleso sikhatsi. Kungenela nge WhatsApp, klikha kule link www.mcity6.co.za, noma utfumele iSMS","arts, culture, entertainment and media"
52,"Ngabe solo uyamlandzela yini Season 5 we Makarapa City Ungaphutselwa ngumdlalo wemoya lohamba embili. lokhuluma ngemphilo yasetimayini tase Ningizimu Afrika, lesikwetfulela wona njalo ngeliviki.Beka indlebe njalo ngalesine kusukela mhlaka 4 July kuze kube ngumhlaka 29 August emkhatsini wa 8 ne 9pm ube setfubeni lekutiwinela ivoucher yase Shoprite ya R500, utfole nelitfuba lekufakwa ku draw lenkhulu lengakuwinisa ivoucher yemali lengaka R 5 000 letfolakala ngaleso sikhatsi.Kungenela lomncintiswano nge WhatsApp, klikha kule link www.mcity6.co.za noma utfumele iSMS","arts, culture, entertainment and media"
53,"Ungaphutselwa ngu Season 5 we Makarapa City njalo nga Lesine kusukela mhlaka 4 July kuze kube ngumhlaka 29 August emkhatsini wa 8 ne 9pm.Beka indlebe njalo ngeliviki uhlangane nebadlali labasha, uve kutsi ngabe bomnkantj ubovu bakhona bona baphetse letitsini kulomdlalo wetfu wemoya lokhona njalo ngeliviki lokhuluma ngemphilo yasetimayini talapha eNingizimu Afrika.Tibeke etfubeni lekutiwinela ivoucher yase Shoprite ya R500, utfole nelitfuba lekufakwa ku draw lenkhulu lengakuwinisa ivoucher yemali lengaka R 5 000 letfolakala ngaleso sikhatsi. Kungenela nge WhatsApp, klikha kule link www.mcity6.co.za , noma utfumele iSMS","arts, culture, entertainment and media"
54,Inyandzaleyo Lana Nginenkinga.... Ngibone intfombi yami igibele lenye yema convoys lebewaya kulomcimbi lebewukhona kule weekend nganeno eMbombela  ngatsi nangibalandzela bafika bema e Filling Station  Lamajita aphuma ayo tsenga sangakhulumisani mine nawo  nangiya kulentfombi yami ngisafuna kuyikhulumisa waphosa I envelope lebhalwe Hamba Uyonatsa Nebangani Bakho Sitobuya Sikhulume phakatsi kwalemvilopho bekuna R10k kuze kube ngunamuhla ngididekile angikamkhulumisi ....ngente njane bekunene ,society
55,Hlanganyela natsi kulemphelasontfo eXimungwe Sicala nge 5Km fun runwalk bese sogcina ngekudla bantfu ebholeni letinyawo VutlhariNdzalo Sibuyi Proman Ndlovu Senzo Sunshine Kgatla Inkosana ThePrince ThePrince Nontuthuko Lekhuleni Pastor Portia Luthuli Hopewell Ngoma Victor Saddy Mkhwanazi Sydwell Malumane Fanikie Muziwakhe Mshini,society
56,"Nginenkinga nendvodza yami, lesengisashadenayo iminyaka lelishumi.Nkulunkulu usisbusise ngebantfwana lababili, kepha indvodza yami itsi yona ifuna bantfwana labane, inkinaga yami kutsi, angifuni kuba ibaby making machine, futsi tintfo tiyabita lamalanga, yena utsi alikho lithuna lendlala, bantfu labanabo 10 bantfwana bangasebenti kahle bakhona njani, ngente njani",human interest
57,"Asikhuteni lomkhuba webantfu lababona iMandela month kuyinyanga yabo wekuhamba bangena bakhumala kutsi bafuna kuncedza bantfu labaswele ngetikhampani tabo.Kantsi bakhuluma emanga ngoba bafuna kucokelela imali bentela tinhlangano temmango nekwenta timphilo talabaswele tibe ncono, abe atikahle kutsi usigebengu, Caphela lijele lisemvakwakho, utawuboshwa tandla netinyawo",society
58,"Study suggests about 30 of women will go on a date just for a free mealNgekusho kwelucwaningo 30 wabosesi bayatikhipha bayodla nabobhuti banganayo inshisakalo yekutsandzana nabo, bamane bayele kutfola kudla kwamahhala.Ingabe kuliciniso kangakanani loku",society
59,"BOPHA KLEVAUngani wakho ukumema kutsi une connection yekshaya score, lapho ngamunye wenu atawutfola 1 million, utsi angeke kubulawe muntfu, futsi kutawuba intfo ya in and out and yonke intfo ilungisiwe, njelokusele kutsi nine nifike ningene nitsatse niphume, ungatsini",society
60,"Ngaboleka umngani wami LESIPHILA NGATSI WAKITSI imali lenganga R5000.00 ngemnyaka wa 2015 .solo angijikisa angangibhadali  NGAZE last week ngahlanganisa imindeni yetfu labadzala  nasesikhuluma kunalabantfu labadzala watsembisa kunginika lemali in 3 instalment R1500.00 per week, R1500.00  R2000.00.Inyanisi ngatsi ngihleli ebusuku ngabona iBank notification kutsi kufakwe R15 000 ku account yami, ngacabanga kutsi mhlawumbe liphutsa. Ngatsi uma ngivuka ekuseni, vele ngakhantsa kunjalo. Ngatfola 65 ema Missed calls nema Message kuWhatsApp lamanyenti kakhulu labuya kumngani wami angitjela kutsi wente liphutsa ngekungeta Zero kulemali bekayiDeposita, ucelengimthumelele lemali leExtra layifakile. Ngente njani From ANONYMOUS eRustenburg North West",society
61,"Ngingu sesi lonakekela bantfwana ba Sesi wami losewashona  Letinye tihlobo tetfu titjela labantfwana kwekutsi mine ngidla imali ya Sesi lewabashiyela yona. Batsi mine ngine mali lenengi yabo lengibafihlela yona, nyalo bantfwana sebacala kuba munyu kimi ANGISATI KWEKUTSI NGENTE NJANI NGOBA NGISEBENTISA IMALI YAMI  Ngingu Nomonde eJozina KZN .",human interest
62,"Ngapahandle kokucwaya bantfu bakulamanye emave. Ucabanga kwekutsi ingacazululwa njani indzaba yekungatfolakali kwemsebenti, Yini lekufanele yentiweWithout sounding Xenophobic. What do you think must be done to address the issue of unemployment",society
63,"Wenta njani uma ngabe umngani wakho sihlobo  umuntfu losebenta naye ahlukunyetwa ngumlingani wakhe, kantsi bewumsekela kuko konkhe avule licala  ahambe atsi lolohlukunyetwako  ngiyalisula lelicala  futsi ngibhayiziswa ngini  mine nemuntfu wami si right e.g Babes  Mampintsha",society
64,"Tfola ingoma yakho njengesitsako lesengetiwe ku Top 20 Hit Parade.Vele utweete Ligwalagwalafm nengoma yakho kuletiletingenhla,ingahle ibe ngu 1 ku Top 20. Ingoma lenema voti lamanyenti itawufakwa njenga lengetiwe ku Top 20 Hit Parade.","arts, culture, entertainment and media"
65,"Esiceshini setfu sesiphohlongo, Sisi Fifi utjela Jackson kutsi nanobe ane HIV, kodvwa uphila imphilo yakhe ngalokugcwele.Liciniso noma ngemanga iUGM Ulysses Gogi Modise Wellness Clinic ilapha bantfu labasebenta emayini kuphela, hhayi emalunga emphakatsi. Sinike imphendvulo yakho kuma comments 1. LICINISO 2. NGEMANGA",society
66,"Ingabe wakhulela endlini lenje Kubona make ahlukunyetwa kuyamlimata umntfwana ngekwemiva sikhatsi lesidze, ngisho nasebudzaleni bakhe. Ingabe udzinga umuntfu longakhuluma naye Sikhatsi asikahambi kakhulu kutsi ungete welulekwa. TFumela iSMS letsi Sita ku31531 bese ubukela lapha ividiyo lephelele",society
67,"Batfwana labakhula babona kuhlukubeteka emakhaya bavamise kukhula babe bahlukubeti. Kutfola lusito gwama kuhlukubeteka shayela i GBV Command Centre ku 0800 428 428, ushaye noma tfumela i SMS Help ku 31531.","crime, law and justice"
